Date,Int_rate
12/28/2018,2.736000061
12/31/2018,2.686000109
1/2/2019,2.661000013
1/3/2019,2.553999901
1/4/2019,2.65899992
1/7/2019,2.681999922
1/8/2019,2.71600008
1/9/2019,2.727999926
1/10/2019,2.730999947
1/11/2019,2.700999975
1/14/2019,2.710000038
1/15/2019,2.710999966
1/16/2019,2.730999947
1/17/2019,2.749000072
1/18/2019,2.78399992
1/22/2019,2.730000019
1/23/2019,2.755000114
1/24/2019,2.711999893
1/25/2019,2.753000021
1/28/2019,2.743999958
1/29/2019,2.711999893
1/30/2019,2.694999933
1/31/2019,2.63499999
2/1/2019,2.690999985
2/4/2019,2.723999977
2/5/2019,2.701999903
2/6/2019,2.701999903
2/7/2019,2.65199995
2/8/2019,2.631999969
2/11/2019,2.661000013
2/12/2019,2.684000015
2/13/2019,2.707999945
2/14/2019,2.657000065
2/15/2019,2.665999889
2/19/2019,2.647000074
2/20/2019,2.654000044
2/21/2019,2.687999964
2/22/2019,2.654999971
2/25/2019,2.673000097
2/26/2019,2.635999918
2/27/2019,2.693000078
2/28/2019,2.710999966
3/1/2019,2.755000114
3/4/2019,2.721999884
3/5/2019,2.721999884
3/6/2019,2.691999912
3/7/2019,2.635999918
3/8/2019,2.625
3/11/2019,2.642999887
3/12/2019,2.605000019
3/13/2019,2.611000061
3/14/2019,2.630000114
3/15/2019,2.592999935
3/18/2019,2.601999998
3/19/2019,2.614000082
3/20/2019,2.535000086
3/21/2019,2.536999941
3/22/2019,2.454999924
3/25/2019,2.420000076
3/26/2019,2.414000034
3/27/2019,2.374000072
3/28/2019,2.388999939
3/29/2019,2.414000034
4/1/2019,2.496999979
4/2/2019,2.480999947
4/3/2019,2.51699996
4/4/2019,2.512000084
4/5/2019,2.500999928
4/8/2019,2.519000053
4/9/2019,2.499000072
4/10/2019,2.476999998
4/11/2019,2.503999949
4/12/2019,2.559999943
4/15/2019,2.552999973
4/16/2019,2.592000008
4/17/2019,2.592000008
4/18/2019,2.559999943
4/22/2019,2.589999914
4/23/2019,2.569999933
4/24/2019,2.522000074
4/25/2019,2.53399992
4/26/2019,2.505000114
4/29/2019,2.536000013
4/30/2019,2.509000063
5/1/2019,2.510999918
5/2/2019,2.552000046
5/3/2019,2.530999899
5/6/2019,2.5
5/7/2019,2.447999954
5/8/2019,2.482000113
5/9/2019,2.457000017
5/10/2019,2.454999924
5/13/2019,2.404999971
5/14/2019,2.41899991
5/15/2019,2.378999949
5/16/2019,2.404999971
5/17/2019,2.392999887
5/20/2019,2.415999889
5/21/2019,2.426000118
5/22/2019,2.392999887
5/23/2019,2.296000004
5/24/2019,2.323999882
5/28/2019,2.267999887
5/29/2019,2.236000061
5/30/2019,2.226999998
5/31/2019,2.14199996
6/3/2019,2.08100009
6/4/2019,2.118999958
6/5/2019,2.122999907
6/6/2019,2.124000072
6/7/2019,2.084000111
6/10/2019,2.142999887
6/11/2019,2.140000105
6/12/2019,2.127000093
6/13/2019,2.09100008
6/14/2019,2.092999935
6/17/2019,2.085999966
6/18/2019,2.059999943
6/19/2019,2.029000044
6/20/2019,2.000999928
6/21/2019,2.068000078
6/24/2019,2.020999908
6/25/2019,1.993999958
6/26/2019,2.049000025
6/27/2019,2.005000114
6/28/2019,2.0
7/1/2019,2.03399992
7/2/2019,1.975999951
7/3/2019,1.952999949
7/5/2019,2.048000097
7/8/2019,2.03399992
7/9/2019,2.053999901
7/10/2019,2.061000109
7/11/2019,2.119999886
7/12/2019,2.105999947
7/15/2019,2.092000008
7/16/2019,2.121999979
7/17/2019,2.061000109
7/18/2019,2.038000107
7/19/2019,2.048000097
7/22/2019,2.042999983
7/23/2019,2.073999882
7/24/2019,2.049999952
7/25/2019,2.073999882
7/26/2019,2.08100009
7/29/2019,2.055000067
7/30/2019,2.061000109
7/31/2019,2.020999908
8/1/2019,1.894000053
8/2/2019,1.855000019
8/5/2019,1.735000014
8/6/2019,1.738999963
8/7/2019,1.684000015
8/8/2019,1.715999961
8/9/2019,1.733999968
8/12/2019,1.639000058
8/13/2019,1.679999948
8/14/2019,1.58099997
8/15/2019,1.529000044
8/16/2019,1.539000034
8/19/2019,1.59800005
8/20/2019,1.56099999
8/21/2019,1.577000022
8/22/2019,1.610000014
8/23/2019,1.527999997
8/26/2019,1.544999957
8/27/2019,1.49000001
8/28/2019,1.465999961
8/29/2019,1.516000032
8/30/2019,1.506000042
9/3/2019,1.465999961
9/4/2019,1.458999991
9/5/2019,1.565000057
9/6/2019,1.549999952
9/9/2019,1.621999979
9/10/2019,1.702000022
9/11/2019,1.73300004
9/12/2019,1.791000009
9/13/2019,1.902999997
9/16/2019,1.840999961
9/17/2019,1.812000036
9/18/2019,1.786000013
9/19/2019,1.774000049
9/20/2019,1.754999995
9/23/2019,1.707999945
9/24/2019,1.63499999
9/25/2019,1.731999993
9/26/2019,1.684999943
9/27/2019,1.674999952
9/30/2019,1.674999952
10/1/2019,1.644000053
10/2/2019,1.595999956
10/3/2019,1.536000013
10/4/2019,1.514999986
10/7/2019,1.552999973
10/8/2019,1.536999941
10/9/2019,1.588999987
10/10/2019,1.657999992
10/11/2019,1.751999974
10/14/2019,1.73300004
10/15/2019,1.771000028
10/16/2019,1.748000026
10/17/2019,1.756999969
10/18/2019,1.746999979
10/21/2019,1.792000055
10/22/2019,1.768000007
10/23/2019,1.758999944
10/24/2019,1.766000032
10/25/2019,1.800999999
10/28/2019,1.853000045
10/29/2019,1.835000038
10/30/2019,1.797999978
10/31/2019,1.690999985
11/1/2019,1.728000045
11/4/2019,1.786000013
11/5/2019,1.866000056
11/6/2019,1.81400001
11/7/2019,1.925999999
11/8/2019,1.932999969
11/11/2019,1.942999959
11/12/2019,1.909000039
11/13/2019,1.870000005
11/14/2019,1.815000057
11/15/2019,1.833999991
11/18/2019,1.807999969
11/19/2019,1.786000013
11/20/2019,1.738000035
11/21/2019,1.771999955
11/22/2019,1.774000049
11/25/2019,1.764000058
11/26/2019,1.74000001
11/27/2019,1.76699996
11/29/2019,1.776000023
12/2/2019,1.835999966
12/3/2019,1.708999991
12/4/2019,1.781000018
12/5/2019,1.797000051
12/6/2019,1.842000008
12/9/2019,1.828999996
12/10/2019,1.832999945
12/11/2019,1.789999962
12/12/2019,1.896999955
12/13/2019,1.819000006
12/16/2019,1.89199996
12/17/2019,1.889000058
12/18/2019,1.924000025
12/19/2019,1.907999992
12/20/2019,1.917000055
12/23/2019,1.934999943
12/24/2019,1.909999967
12/26/2019,1.904999971
12/27/2019,1.873999953
12/30/2019,1.894999981
12/31/2019,1.91900003
1/2/2020,1.881999969
1/3/2020,1.787999988
1/6/2020,1.81099999
1/7/2020,1.827000022
1/8/2020,1.873999953
1/9/2020,1.85800004
1/10/2020,1.825000048
1/13/2020,1.84800005
1/14/2020,1.817999959
1/15/2020,1.787999988
1/16/2020,1.809000015
1/17/2020,1.835999966
1/21/2020,1.769000053
1/22/2020,1.769000053
1/23/2020,1.74000001
1/24/2020,1.680999994
1/27/2020,1.605000019
1/28/2020,1.641000032
1/29/2020,1.593999982
1/30/2020,1.557999969
1/31/2020,1.519999981
2/3/2020,1.519999981
2/4/2020,1.603000045
2/5/2020,1.649000049
2/6/2020,1.644000053
2/7/2020,1.577999949
2/10/2020,1.547000051
2/11/2020,1.590000033
2/12/2020,1.629999995
2/13/2020,1.616999984
2/14/2020,1.588000059
2/18/2020,1.555999994
2/19/2020,1.570000052
2/20/2020,1.524999976
2/21/2020,1.470999956
2/24/2020,1.376999974
2/25/2020,1.330000043
2/26/2020,1.309999943
2/27/2020,1.299000025
2/28/2020,1.126999974
3/2/2020,1.088000059
3/3/2020,1.00999999
3/4/2020,0.991999984
3/5/2020,0.925999999
3/6/2020,0.70599997
3/9/2020,0.499000013
3/10/2020,0.748000026
3/11/2020,0.819999993
3/12/2020,0.848999977
3/13/2020,0.950999975
3/16/2020,0.727999985
3/17/2020,0.996999979
3/18/2020,1.266000032
3/19/2020,1.118999958
3/20/2020,0.938000023
3/23/2020,0.763999999
3/24/2020,0.815999985
3/25/2020,0.85799998
3/26/2020,0.81099999
3/27/2020,0.749000013
3/30/2020,0.670000017
3/31/2020,0.698000014
4/1/2020,0.63499999
4/2/2020,0.626999974
4/3/2020,0.587000012
4/6/2020,0.675999999
4/7/2020,0.736000001
4/8/2020,0.763999999
4/9/2020,0.728999972
4/13/2020,0.749000013
4/14/2020,0.751999974
4/15/2020,0.638000011
4/16/2020,0.609000027
4/17/2020,0.653999984
4/20/2020,0.625999987
4/21/2020,0.57099998
4/22/2020,0.619000018
4/23/2020,0.612999976
4/24/2020,0.596000016
4/27/2020,0.656000018
4/28/2020,0.610000014
4/29/2020,0.626999974
4/30/2020,0.621999979
5/1/2020,0.64200002
5/4/2020,0.637000024
5/5/2020,0.657000005
5/6/2020,0.711000025
5/7/2020,0.630999982
5/8/2020,0.681999981
5/11/2020,0.726000011
5/12/2020,0.677999973
5/13/2020,0.648999989
5/14/2020,0.619000018
5/15/2020,0.639999986
5/18/2020,0.744000018
5/19/2020,0.711000025
5/20/2020,0.680000007
5/21/2020,0.676999986
5/22/2020,0.657000005
5/26/2020,0.698000014
5/27/2020,0.680000007
5/28/2020,0.704999983
5/29/2020,0.648000002
6/1/2020,0.662
6/2/2020,0.680000007
6/3/2020,0.760999978
6/4/2020,0.819999993
6/5/2020,0.903999984
6/8/2020,0.884000003
6/9/2020,0.828999996
6/10/2020,0.748000026
6/11/2020,0.652999997
6/12/2020,0.699000001
6/15/2020,0.702000022
6/16/2020,0.755999982
6/17/2020,0.73299998
6/18/2020,0.694000006
6/19/2020,0.697000027
6/22/2020,0.703999996
6/23/2020,0.708999991
6/24/2020,0.684000015
6/25/2020,0.674000025
6/26/2020,0.635999978
6/29/2020,0.635999978
6/30/2020,0.652999997
7/1/2020,0.681999981
7/2/2020,0.66900003
7/6/2020,0.684000015
7/7/2020,0.649999976
7/8/2020,0.652999997
7/9/2020,0.605000019
7/10/2020,0.633000016
7/13/2020,0.639999986
7/14/2020,0.61500001
7/15/2020,0.629999995
7/16/2020,0.611999989
7/17/2020,0.628000021
7/20/2020,0.620000005
7/21/2020,0.606999993
7/22/2020,0.595000029
7/23/2020,0.582000017
7/24/2020,0.588999987
7/27/2020,0.609000027
7/28/2020,0.58099997
7/29/2020,0.578999996
7/30/2020,0.541000009
7/31/2020,0.536000013
8/3/2020,0.563000023
8/4/2020,0.514999986
8/5/2020,0.542999983
8/6/2020,0.536000013
8/7/2020,0.561999977
8/10/2020,0.574000001
8/11/2020,0.657999992
8/12/2020,0.670000017
8/13/2020,0.716000021
8/14/2020,0.708999991
8/17/2020,0.683000028
8/18/2020,0.66900003
8/19/2020,0.675000012
8/20/2020,0.643999994
8/21/2020,0.639999986
8/24/2020,0.646000028
8/25/2020,0.681999981
8/26/2020,0.686999977
8/27/2020,0.745999992
8/28/2020,0.728999972
8/31/2020,0.693000019
9/1/2020,0.671999991
9/2/2020,0.651000023
9/3/2020,0.621999979
9/4/2020,0.721000016
9/8/2020,0.684000015
9/9/2020,0.703000009
9/10/2020,0.685000002
9/11/2020,0.66900003
9/14/2020,0.671000004
9/15/2020,0.67900002
9/16/2020,0.686999977
9/17/2020,0.684000015
9/18/2020,0.694000006
9/21/2020,0.671000004
9/22/2020,0.663999975
9/23/2020,0.675999999
9/24/2020,0.666000009
9/25/2020,0.658999979
9/28/2020,0.662999988
9/29/2020,0.644999981
9/30/2020,0.676999986
10/1/2020,0.676999986
10/2/2020,0.69599998
10/5/2020,0.762000024
10/6/2020,0.741999984
10/7/2020,0.785000026
10/8/2020,0.764999986
10/9/2020,0.774999976
10/12/2020,0.77700001
10/13/2020,0.726999998
10/14/2020,0.722000003
10/15/2020,0.731000006
10/16/2020,0.744000018
10/19/2020,0.760999978
10/20/2020,0.796999991
10/21/2020,0.815999985
10/22/2020,0.84799999
10/23/2020,0.841000021
10/26/2020,0.800999999
10/27/2020,0.777999997
10/28/2020,0.781000018
10/29/2020,0.834999979
10/30/2020,0.860000014
11/2/2020,0.848999977
11/3/2020,0.882000029
11/4/2020,0.768000007
11/5/2020,0.776000023
11/6/2020,0.819999993
11/9/2020,0.958000004
11/10/2020,0.972000003
11/11/2020,0.958000004
11/12/2020,0.88499999
11/13/2020,0.893000007
11/16/2020,0.906000018
11/17/2020,0.871999979
11/18/2020,0.882000029
11/19/2020,0.853999972
11/20/2020,0.828999996
11/23/2020,0.856999993
11/24/2020,0.882000029
11/25/2020,0.878000021
11/27/2020,0.842000008
11/30/2020,0.843999982
12/1/2020,0.934000015
12/2/2020,0.948000014
12/3/2020,0.920000017
12/4/2020,0.968999982
12/7/2020,0.927999973
12/8/2020,0.912999988
12/9/2020,0.940999985
12/10/2020,0.907999992
12/11/2020,0.893000007
12/14/2020,0.89200002
12/15/2020,0.922999978
12/16/2020,0.920000017
12/17/2020,0.930000007
12/18/2020,0.948000014
12/21/2020,0.940999985
12/22/2020,0.917999983
12/23/2020,0.954999983
12/24/2020,0.927999973
12/28/2020,0.933000028
12/29/2020,0.935000002
12/30/2020,0.925999999
12/31/2020,0.916999996
1/4/2021,0.916999996
1/5/2021,0.954999983
1/6/2021,1.042000055
1/7/2021,1.07099998
1/8/2021,1.105000019
1/11/2021,1.131999969
1/12/2021,1.138000011
1/13/2021,1.088000059
1/14/2021,1.128999949
1/15/2021,1.097000003
1/19/2021,1.092000008
1/20/2021,1.090000033
1/21/2021,1.108999968
1/22/2021,1.090999961
1/25/2021,1.039999962
1/26/2021,1.039999962
1/27/2021,1.014000058
1/28/2021,1.057000041
1/29/2021,1.093000054
2/1/2021,1.077000022
2/2/2021,1.105000019
2/3/2021,1.131000042
2/4/2021,1.139000058
2/5/2021,1.169999957
2/8/2021,1.159999967
2/9/2021,1.156999946
2/10/2021,1.133000016
2/11/2021,1.157999992
2/12/2021,1.200000048
2/16/2021,1.299000025
2/17/2021,1.300999999
2/18/2021,1.286999941
2/19/2021,1.345000029
2/22/2021,1.370000005
2/23/2021,1.361999989
2/24/2021,1.389000058
2/25/2021,1.518000007
2/26/2021,1.460000038
3/1/2021,1.44599998
3/2/2021,1.414999962
3/3/2021,1.470000029
3/4/2021,1.549999952
3/5/2021,1.55400002
3/8/2021,1.595999956
3/9/2021,1.546000004
3/10/2021,1.519999981
3/11/2021,1.52699995
3/12/2021,1.63499999
3/15/2021,1.606999993
3/16/2021,1.621000051
3/17/2021,1.641000032
3/18/2021,1.730000019
3/19/2021,1.731999993
3/22/2021,1.684000015
3/23/2021,1.638000011
3/24/2021,1.613999963
3/25/2021,1.613999963
3/26/2021,1.659999967
3/29/2021,1.720999956
3/30/2021,1.725999951
3/31/2021,1.746000051
4/1/2021,1.67900002
4/5/2021,1.720000029
4/6/2021,1.656000018
4/7/2021,1.652999997
4/8/2021,1.631999969
4/9/2021,1.666000009
4/12/2021,1.674999952
4/13/2021,1.623000026
4/14/2021,1.638000011
4/15/2021,1.529999971
4/16/2021,1.572999954
4/19/2021,1.600999951
4/20/2021,1.562000036
4/21/2021,1.56400001
4/22/2021,1.55400002
4/23/2021,1.567000031
4/26/2021,1.570000052
4/27/2021,1.621999979
4/28/2021,1.620000005
4/29/2021,1.639999986
4/30/2021,1.631000042
5/3/2021,1.606999993
5/4/2021,1.592000008
5/5/2021,1.583999991
5/6/2021,1.56099999
5/7/2021,1.577000022
5/10/2021,1.601999998
5/11/2021,1.623999953
5/12/2021,1.695000052
5/13/2021,1.667999983
5/14/2021,1.63499999
5/17/2021,1.639999986
5/18/2021,1.64199996
5/19/2021,1.682999969
5/20/2021,1.633999944
5/21/2021,1.631999969
5/24/2021,1.60800004
5/25/2021,1.56400001
5/26/2021,1.574000001
5/27/2021,1.610000014
5/28/2021,1.58099997
6/1/2021,1.61500001
6/2/2021,1.590999961
6/3/2021,1.625
6/4/2021,1.559999943
6/7/2021,1.569000006
6/8/2021,1.527999997
6/9/2021,1.488999963
6/10/2021,1.458999991
6/11/2021,1.462000012
6/14/2021,1.501000047
6/15/2021,1.498999953
6/16/2021,1.569000006
6/17/2021,1.511000037
6/18/2021,1.450000048
6/21/2021,1.483999968
6/22/2021,1.472000003
6/23/2021,1.486999989
6/24/2021,1.486999989
6/25/2021,1.536000013
6/28/2021,1.478000045
6/29/2021,1.480000019
6/30/2021,1.442999959
7/1/2021,1.480000019
7/2/2021,1.430999994
7/6/2021,1.370000005
7/7/2021,1.32099998
7/8/2021,1.287999988
7/9/2021,1.355999947
7/12/2021,1.363000035
7/13/2021,1.414999962
7/14/2021,1.355999947
7/15/2021,1.297000051
7/16/2021,1.299999952
7/19/2021,1.180999994
7/20/2021,1.208999991
7/21/2021,1.279999971
7/22/2021,1.264999986
7/23/2021,1.286000013
7/26/2021,1.276000023
7/27/2021,1.233999968
7/28/2021,1.261000037
7/29/2021,1.269000053
7/30/2021,1.238999963
8/2/2021,1.174000025
8/3/2021,1.175999999
8/4/2021,1.184000015
8/5/2021,1.217000008
8/6/2021,1.289999962
8/9/2021,1.317000031
8/10/2021,1.342000008
8/11/2021,1.328999996
8/12/2021,1.366999984
8/13/2021,1.297000051
8/16/2021,1.256999969
8/17/2021,1.258000016
8/18/2021,1.273000002
8/19/2021,1.241999984
8/20/2021,1.25999999
8/23/2021,1.254999995
8/24/2021,1.289999962
8/25/2021,1.342000008
8/26/2021,1.342000008
8/27/2021,1.312000036
8/30/2021,1.284999967
8/31/2021,1.30400002
9/1/2021,1.302000046
9/2/2021,1.29400003
9/3/2021,1.322000027
9/7/2021,1.370000005
9/8/2021,1.333999991
9/9/2021,1.299000025
9/10/2021,1.340999961
9/13/2021,1.324000001
9/14/2021,1.27699995
9/15/2021,1.30400002
9/16/2021,1.33099997
9/17/2021,1.370000005
9/20/2021,1.309000015
9/21/2021,1.324000001
9/22/2021,1.335999966
9/23/2021,1.409999967
9/24/2021,1.460000038
9/27/2021,1.483999968
9/28/2021,1.534000039
9/29/2021,1.541000009
9/30/2021,1.529000044
10/1/2021,1.478999972
10/4/2021,1.480999947
10/5/2021,1.529000044
10/6/2021,1.524000049
10/7/2021,1.57099998
10/8/2021,1.605000019
10/11/2021,1.613999963
10/12/2021,1.580000043
10/13/2021,1.549000025
10/14/2021,1.519000053
10/15/2021,1.575999975
10/18/2021,1.583999991
10/19/2021,1.63499999
10/20/2021,1.636000037
10/21/2021,1.675999999
10/22/2021,1.654999971
10/25/2021,1.63499999
10/26/2021,1.618999958
10/27/2021,1.529000044
10/28/2021,1.567999959
10/29/2021,1.557000041
11/1/2021,1.575000048
11/2/2021,1.549000025
11/3/2021,1.578999996
11/4/2021,1.524000049
11/5/2021,1.452999949
11/8/2021,1.496999979
11/9/2021,1.432000041
11/10/2021,1.559999943
11/11/2021,1.559999943
11/12/2021,1.582000017
11/15/2021,1.623000026
11/16/2021,1.633999944
11/17/2021,1.603999972
11/18/2021,1.588999987
11/19/2021,1.536000013
11/22/2021,1.625
11/23/2021,1.667000055
11/24/2021,1.644999981
11/26/2021,1.481999993
11/29/2021,1.529999971
11/30/2021,1.442999959
12/1/2021,1.434000015
12/2/2021,1.447999954
12/3/2021,1.343000054
12/6/2021,1.434000015
12/7/2021,1.480000019
12/8/2021,1.508999944
12/9/2021,1.486999989
12/10/2021,1.488999963
12/13/2021,1.424000025
12/14/2021,1.437999964
12/15/2021,1.463000059
12/16/2021,1.422000051
12/17/2021,1.40199995
12/20/2021,1.41900003
12/21/2021,1.486999989
12/22/2021,1.457000017
12/23/2021,1.493000031
12/27/2021,1.480999947
12/28/2021,1.480999947
12/29/2021,1.542999983
12/30/2021,1.514999986
12/31/2021,1.511999965
1/3/2022,1.628000021
1/4/2022,1.667999983
1/5/2022,1.705000043
1/6/2022,1.73300004
1/7/2022,1.771000028
1/10/2022,1.779999971
1/11/2022,1.746000051
1/12/2022,1.725000024
1/13/2022,1.710999966
1/14/2022,1.771999955
1/18/2022,1.86500001
1/19/2022,1.827000022
1/20/2022,1.832999945
1/21/2022,1.746999979
1/24/2022,1.735000014
1/25/2022,1.782999992
1/26/2022,1.84800005
1/27/2022,1.807000041
1/28/2022,1.781999946
1/31/2022,1.781999946
2/1/2022,1.799999952
2/2/2022,1.766000032
2/3/2022,1.827000022
2/4/2022,1.929999948
2/7/2022,1.916000009
2/8/2022,1.953999996
2/9/2022,1.92900002
2/10/2022,2.030999899
2/11/2022,1.955000043
2/14/2022,1.996000051
2/15/2022,2.045000076
2/16/2022,2.046999931
2/17/2022,1.972000003
2/18/2022,1.932000041
2/22/2022,1.947999954
2/23/2022,1.976999998
2/24/2022,1.968999982
2/25/2022,1.985999942
2/28/2022,1.838999987
3/1/2022,1.707000017
3/2/2022,1.86500001
3/3/2022,1.843999982
3/4/2022,1.723999977
3/7/2022,1.751000047
3/8/2022,1.871999979
3/9/2022,1.947999954
3/10/2022,2.010999918
3/11/2022,2.003999949
3/14/2022,2.140000105
3/15/2022,2.160000086
3/16/2022,2.187999964
3/17/2022,2.191999912
3/18/2022,2.148000002
3/21/2022,2.315000057
3/22/2022,2.372999907
3/23/2022,2.321000099
3/24/2022,2.34100008
3/25/2022,2.492000103
3/28/2022,2.476999998
3/29/2022,2.400000095
3/30/2022,2.35800004
3/31/2022,2.326999903
4/1/2022,2.377000093
4/4/2022,2.411999941
4/5/2022,2.555999994
4/6/2022,2.608999968
4/7/2022,2.65199995
4/8/2022,2.713000059
4/11/2022,2.779999971
4/12/2022,2.724999905
4/13/2022,2.687000036
4/14/2022,2.828000069
4/18/2022,2.861999989
4/19/2022,2.913000107
4/20/2022,2.839999914
4/21/2022,2.917000055
4/22/2022,2.905999899
4/25/2022,2.825999975
4/26/2022,2.772000074
4/27/2022,2.818000078
4/28/2022,2.862999916
4/29/2022,2.887000084
5/2/2022,2.996000051
5/3/2022,2.960000038
5/4/2022,2.917000055
5/5/2022,3.082000017
