Date,Jclaim
2020-04-06,6137000
2020-04-07,6137000
2020-04-08,6137000
2020-04-09,6137000
2020-04-13,4869000
2020-04-14,4869000
2020-04-15,4869000
2020-04-16,4869000
2020-04-17,4869000
2020-04-20,4201000
2020-04-21,4201000
2020-04-22,4201000
2020-04-23,4201000
2020-04-24,4201000
2020-04-27,3446000
2020-04-28,3446000
2020-04-29,3446000
2020-04-30,3446000
2020-05-01,3446000
2020-05-04,2796000
2020-05-05,2796000
2020-05-06,2796000
2020-05-07,2796000
2020-05-08,2796000
2020-05-11,2335000
2020-05-12,2335000
2020-05-13,2335000
2020-05-14,2335000
2020-05-15,2335000
2020-05-18,2176000
2020-05-19,2176000
2020-05-20,2176000
2020-05-21,2176000
2020-05-22,2176000
2020-05-26,1921000
2020-05-27,1921000
2020-05-28,1921000
2020-05-29,1921000
2020-06-01,1639000
2020-06-02,1639000
2020-06-03,1639000
2020-06-04,1639000
2020-06-05,1639000
2020-06-08,1575000
2020-06-09,1575000
2020-06-10,1575000
2020-06-11,1575000
2020-06-12,1575000
2020-06-15,1473000
2020-06-16,1473000
2020-06-17,1473000
2020-06-18,1473000
2020-06-19,1473000
2020-06-22,1467000
2020-06-23,1467000
2020-06-24,1467000
2020-06-25,1467000
2020-06-26,1467000
2020-06-29,1446000
2020-06-30,1446000
2020-07-01,1446000
2020-07-02,1446000
2020-07-06,1413000
2020-07-07,1413000
2020-07-08,1413000
2020-07-09,1413000
2020-07-10,1413000
2020-07-13,1468000
2020-07-14,1468000
2020-07-15,1468000
2020-07-16,1468000
2020-07-17,1468000
2020-07-20,1393000
2020-07-21,1393000
2020-07-22,1393000
2020-07-23,1393000
2020-07-24,1393000
2020-07-27,1260000
2020-07-28,1260000
2020-07-29,1260000
2020-07-30,1260000
2020-07-31,1260000
2020-08-03,1044000
2020-08-04,1044000
2020-08-05,1044000
2020-08-06,1044000
2020-08-07,1044000
2020-08-10,884000
2020-08-11,884000
2020-08-12,884000
2020-08-13,884000
2020-08-14,884000
2020-08-17,927000
2020-08-18,927000
2020-08-19,927000
2020-08-20,927000
2020-08-21,927000
2020-08-24,876000
2020-08-25,876000
2020-08-26,876000
2020-08-27,876000
2020-08-28,876000
2020-08-31,881000
2020-09-01,881000
2020-09-02,881000
2020-09-03,881000
2020-09-04,881000
2020-09-08,892000
2020-09-09,892000
2020-09-10,892000
2020-09-11,892000
2020-09-14,861000
2020-09-15,861000
2020-09-16,861000
2020-09-17,861000
2020-09-18,861000
2020-09-21,859000
2020-09-22,859000
2020-09-23,859000
2020-09-24,859000
2020-09-25,859000
2020-09-28,795000
2020-09-29,795000
2020-09-30,795000
2020-10-01,795000
2020-10-02,795000
2020-10-05,785000
2020-10-06,785000
2020-10-07,785000
2020-10-08,785000
2020-10-09,785000
2020-10-12,839000
2020-10-13,839000
2020-10-14,839000
2020-10-15,839000
2020-10-16,839000
2020-10-19,804000
2020-10-20,804000
2020-10-21,804000
2020-10-22,804000
2020-10-23,804000
2020-10-26,776000
2020-10-27,776000
2020-10-28,776000
2020-10-29,776000
2020-10-30,776000
2020-11-02,773000
2020-11-03,773000
2020-11-04,773000
2020-11-05,773000
2020-11-06,773000
2020-11-09,737000
2020-11-10,737000
2020-11-11,737000
2020-11-12,737000
2020-11-13,737000
2020-11-16,738000
2020-11-17,738000
2020-11-18,738000
2020-11-19,738000
2020-11-20,738000
2020-11-23,793000
2020-11-24,793000
2020-11-25,793000
2020-11-27,793000
2020-11-30,737000
2020-12-01,737000
2020-12-02,737000
2020-12-03,737000
2020-12-04,737000
2020-12-07,873000
2020-12-08,873000
2020-12-09,873000
2020-12-10,873000
2020-12-11,873000
2020-12-14,886000
2020-12-15,886000
2020-12-16,886000
2020-12-17,886000
2020-12-18,886000
2020-12-21,815000
2020-12-22,815000
2020-12-23,815000
2020-12-24,815000
2020-12-28,773000
2020-12-29,773000
2020-12-30,773000
2020-12-31,773000
2021-01-04,803000
2021-01-05,803000
2021-01-06,803000
2021-01-07,803000
2021-01-08,803000
2021-01-11,890000
2021-01-12,890000
2021-01-13,890000
2021-01-14,890000
2021-01-15,890000
2021-01-19,844000
2021-01-20,844000
2021-01-21,844000
2021-01-22,844000
2021-01-25,799000
2021-01-26,799000
2021-01-27,799000
2021-01-28,799000
2021-01-29,799000
2021-02-01,803000
2021-02-02,803000
2021-02-03,803000
2021-02-04,803000
2021-02-05,803000
2021-02-08,812000
2021-02-09,812000
2021-02-10,812000
2021-02-11,812000
2021-02-12,812000
2021-02-16,802000
2021-02-17,802000
2021-02-18,802000
2021-02-19,802000
2021-02-22,702000
2021-02-23,702000
2021-02-24,702000
2021-02-25,702000
2021-02-26,702000
2021-03-01,704000
2021-03-02,704000
2021-03-03,704000
2021-03-04,704000
2021-03-05,704000
2021-03-08,693000
2021-03-09,693000
2021-03-10,693000
2021-03-11,693000
2021-03-12,693000
2021-03-15,699000
2021-03-16,699000
2021-03-17,699000
2021-03-18,699000
2021-03-19,699000
2021-03-22,627000
2021-03-23,627000
2021-03-24,627000
2021-03-25,627000
2021-03-26,627000
2021-03-29,658000
2021-03-30,658000
2021-03-31,658000
2021-04-01,658000
2021-04-05,645000
2021-04-06,645000
2021-04-07,645000
2021-04-08,645000
2021-04-09,645000
2021-04-12,571000
2021-04-13,571000
2021-04-14,571000
2021-04-15,571000
2021-04-16,571000
2021-04-19,566000
2021-04-20,566000
2021-04-21,566000
2021-04-22,566000
2021-04-23,566000
2021-04-26,574000
2021-04-27,574000
2021-04-28,574000
2021-04-29,574000
2021-04-30,574000
2021-05-03,517000
2021-05-04,517000
2021-05-05,517000
2021-05-06,517000
2021-05-07,517000
2021-05-10,494000
2021-05-11,494000
2021-05-12,494000
2021-05-13,494000
2021-05-14,494000
2021-05-17,467000
2021-05-18,467000
2021-05-19,467000
2021-05-20,467000
2021-05-21,467000
2021-05-24,441000
2021-05-25,441000
2021-05-26,441000
2021-05-27,441000
2021-05-28,441000
2021-06-01,427000
2021-06-02,427000
2021-06-03,427000
2021-06-04,427000
2021-06-07,420000
2021-06-08,420000
2021-06-09,420000
2021-06-10,420000
2021-06-11,420000
2021-06-14,429000
2021-06-15,429000
2021-06-16,429000
2021-06-17,429000
2021-06-18,429000
2021-06-21,424000
2021-06-22,424000
2021-06-23,424000
2021-06-24,424000
2021-06-25,424000
2021-06-28,405000
2021-06-29,405000
2021-06-30,405000
2021-07-01,405000
2021-07-02,405000
2021-07-06,403000
2021-07-07,403000
2021-07-08,403000
2021-07-09,403000
2021-07-12,391000
2021-07-13,391000
2021-07-14,391000
2021-07-15,391000
2021-07-16,391000
2021-07-19,424000
2021-07-20,424000
2021-07-21,424000
2021-07-22,424000
2021-07-23,424000
2021-07-26,411000
2021-07-27,411000
2021-07-28,411000
2021-07-29,411000
2021-07-30,411000
2021-08-02,414000
2021-08-03,414000
2021-08-04,414000
2021-08-05,414000
2021-08-06,414000
2021-08-09,416000
2021-08-10,416000
2021-08-11,416000
2021-08-12,416000
2021-08-13,416000
2021-08-16,405000
2021-08-17,405000
2021-08-18,405000
2021-08-19,405000
2021-08-20,405000
2021-08-23,395000
2021-08-24,395000
2021-08-25,395000
2021-08-26,395000
2021-08-27,395000
2021-08-30,381000
2021-08-31,381000
2021-09-01,381000
2021-09-02,381000
2021-09-03,381000
2021-09-07,361000
2021-09-08,361000
2021-09-09,361000
2021-09-10,361000
2021-09-13,363000
2021-09-14,363000
2021-09-15,363000
2021-09-16,363000
2021-09-17,363000
2021-09-20,380000
2021-09-21,380000
2021-09-22,380000
2021-09-23,380000
2021-09-24,380000
2021-09-27,376000
2021-09-28,376000
2021-09-29,376000
2021-09-30,376000
2021-10-01,376000
2021-10-04,340000
2021-10-05,340000
2021-10-06,340000
2021-10-07,340000
2021-10-08,340000
2021-10-11,317000
2021-10-12,317000
2021-10-13,317000
2021-10-14,317000
2021-10-15,317000
2021-10-18,310000
2021-10-19,310000
2021-10-20,310000
2021-10-21,310000
2021-10-22,310000
2021-10-25,294000
2021-10-26,294000
2021-10-27,294000
2021-10-28,294000
2021-10-29,294000
2021-11-01,280000
2021-11-02,280000
2021-11-03,280000
2021-11-04,280000
2021-11-05,280000
2021-11-08,279000
2021-11-09,279000
2021-11-10,279000
2021-11-11,279000
2021-11-12,279000
2021-11-15,265000
2021-11-16,265000
2021-11-17,265000
2021-11-18,265000
2021-11-19,265000
2021-11-22,244000
2021-11-23,244000
2021-11-24,244000
2021-11-26,244000
2021-11-29,240000
2021-11-30,240000
2021-12-01,240000
2021-12-02,240000
2021-12-03,240000
2021-12-06,228000
2021-12-07,228000
2021-12-08,228000
2021-12-09,228000
2021-12-10,228000
2021-12-13,228000
2021-12-14,228000
2021-12-15,228000
2021-12-16,228000
2021-12-17,228000
2021-12-20,220000
2021-12-21,220000
2021-12-22,220000
2021-12-23,220000
2021-12-27,211000
2021-12-28,211000
2021-12-29,211000
2021-12-30,211000
2021-12-31,211000
2022-01-03,224000
2022-01-04,224000
2022-01-05,224000
2022-01-06,224000
2022-01-07,224000
2022-01-10,238000
2022-01-11,238000
2022-01-12,238000
2022-01-13,238000
2022-01-14,238000
2022-01-18,240000
2022-01-19,240000
2022-01-20,240000
2022-01-21,240000
2022-01-24,222000
2022-01-25,222000
2022-01-26,222000
2022-01-27,222000
2022-01-28,222000
2022-01-31,214000
2022-02-01,214000
2022-02-02,214000
2022-02-03,214000
2022-02-04,214000
2022-02-07,191000
2022-02-08,191000
2022-02-09,191000
2022-02-10,191000
2022-02-11,191000
2022-02-14,209000
2022-02-15,209000
2022-02-16,209000
2022-02-17,209000
2022-02-18,209000
2022-02-22,198000
2022-02-23,198000
2022-02-24,198000
2022-02-25,198000
2022-02-28,182000
2022-03-01,182000
2022-03-02,182000
2022-03-03,182000
2022-03-04,182000
2022-03-07,198000
2022-03-08,198000
2022-03-09,198000
2022-03-10,198000
2022-03-11,198000
2022-03-14,177000
2022-03-15,177000
2022-03-16,177000
2022-03-17,177000
2022-03-18,177000
2022-03-21,166000
2022-03-22,166000
2022-03-23,166000
2022-03-24,166000
2022-03-25,166000
2022-03-28,171000
2022-03-29,171000
2022-03-30,171000
2022-03-31,171000
2022-04-01,171000
2022-04-04,168000
2022-04-05,168000
2022-04-06,168000
2022-04-07,168000
2022-04-08,168000
2022-04-11,186000
2022-04-12,186000
2022-04-13,186000
2022-04-14,186000
2022-04-18,185000
2022-04-19,185000
2022-04-20,185000
2022-04-21,185000
2022-04-22,185000
2022-04-25,181000
2022-04-26,181000
2022-04-27,181000
2022-04-28,181000
2022-04-29,181000
2022-05-02,200000
2022-05-03,200000
2022-05-04,200000
2022-05-05,200000
